rss,heapUsed,heapTotal,checktime
8593408,2083776,4083456,Sun May 12 2013 22:29:30 GMT-0700 (PDT)
9056256,2382840,5115392,Sun May 12 2013 22:29:40 GMT-0700 (PDT)
9056256,2391344,5115392,Sun May 12 2013 22:29:50 GMT-0700 (PDT)
9056256,2393928,5115392,Sun May 12 2013 22:30:00 GMT-0700 (PDT)
9056256,2396544,5115392,Sun May 12 2013 22:30:10 GMT-0700 (PDT)
9056256,2399128,5115392,Sun May 12 2013 22:30:20 GMT-0700 (PDT)
9056256,2401712,5115392,Sun May 12 2013 22:30:30 GMT-0700 (PDT)
9056256,2404120,5115392,Sun May 12 2013 22:30:40 GMT-0700 (PDT)
9056256,2406528,5115392,Sun May 12 2013 22:30:50 GMT-0700 (PDT)
9056256,2408864,5115392,Sun May 12 2013 22:31:00 GMT-0700 (PDT)
9056256,2411264,5115392,Sun May 12 2013 22:31:10 GMT-0700 (PDT)
9056256,2413600,5115392,Sun May 12 2013 22:31:20 GMT-0700 (PDT)
9056256,2415936,5115392,Sun May 12 2013 22:31:30 GMT-0700 (PDT)
9056256,2418272,5115392,Sun May 12 2013 22:31:40 GMT-0700 (PDT)
9056256,2420608,5115392,Sun May 12 2013 22:31:50 GMT-0700 (PDT)
9056256,2422944,5115392,Sun May 12 2013 22:32:00 GMT-0700 (PDT)
9056256,2425344,5115392,Sun May 12 2013 22:32:10 GMT-0700 (PDT)
9056256,2427680,5115392,Sun May 12 2013 22:32:20 GMT-0700 (PDT)
9056256,2430016,5115392,Sun May 12 2013 22:32:30 GMT-0700 (PDT)
9056256,2432352,5115392,Sun May 12 2013 22:32:40 GMT-0700 (PDT)
9056256,2434688,5115392,Sun May 12 2013 22:32:50 GMT-0700 (PDT)
9056256,2437024,5115392,Sun May 12 2013 22:33:00 GMT-0700 (PDT)
9056256,2439424,5115392,Sun May 12 2013 22:33:10 GMT-0700 (PDT)
9056256,2441760,5115392,Sun May 12 2013 22:33:20 GMT-0700 (PDT)
9056256,2444096,5115392,Sun May 12 2013 22:33:30 GMT-0700 (PDT)
