rss,heapUsed,heapTotal,checktime
10035200,2138552,6163968,Tue May 14 2013 14:39:01 GMT-0700 (PDT)
11116544,2798440,7195904,Tue May 14 2013 14:39:11 GMT-0700 (PDT)
11128832,2947264,7195904,Tue May 14 2013 14:39:21 GMT-0700 (PDT)
11137024,2986848,7195904,Tue May 14 2013 14:39:31 GMT-0700 (PDT)
11145216,3022832,7195904,Tue May 14 2013 14:39:41 GMT-0700 (PDT)
11415552,3055648,7195904,Tue May 14 2013 14:39:51 GMT-0700 (PDT)
11415552,3088464,7195904,Tue May 14 2013 14:40:01 GMT-0700 (PDT)
11415552,3121280,7195904,Tue May 14 2013 14:40:11 GMT-0700 (PDT)
11415552,3153960,7195904,Tue May 14 2013 14:40:21 GMT-0700 (PDT)
11415552,3186624,7195904,Tue May 14 2013 14:40:31 GMT-0700 (PDT)
11415552,3219288,7195904,Tue May 14 2013 14:40:41 GMT-0700 (PDT)
11415552,3251952,7195904,Tue May 14 2013 14:40:51 GMT-0700 (PDT)
11415552,3284616,7195904,Tue May 14 2013 14:41:01 GMT-0700 (PDT)
11685888,3317312,7195904,Tue May 14 2013 14:41:12 GMT-0700 (PDT)
11685888,3350040,7195904,Tue May 14 2013 14:41:22 GMT-0700 (PDT)
12025856,3393528,7195904,Tue May 14 2013 14:41:32 GMT-0700 (PDT)
12292096,3426288,7195904,Tue May 14 2013 14:41:42 GMT-0700 (PDT)
12292096,3460520,7195904,Tue May 14 2013 14:41:52 GMT-0700 (PDT)
12292096,3493368,7195904,Tue May 14 2013 14:42:02 GMT-0700 (PDT)
12292096,3528736,7195904,Tue May 14 2013 14:42:12 GMT-0700 (PDT)
12292096,3561400,7195904,Tue May 14 2013 14:42:22 GMT-0700 (PDT)
12292096,3594064,7195904,Tue May 14 2013 14:42:32 GMT-0700 (PDT)
12292096,3644232,7195904,Tue May 14 2013 14:42:42 GMT-0700 (PDT)
12292096,3676896,7195904,Tue May 14 2013 14:42:52 GMT-0700 (PDT)
12832768,3248840,7195904,Tue May 14 2013 14:43:02 GMT-0700 (PDT)
12832768,3281600,7195904,Tue May 14 2013 14:43:12 GMT-0700 (PDT)
12832768,3314264,7195904,Tue May 14 2013 14:43:22 GMT-0700 (PDT)
12832768,3349536,7195904,Tue May 14 2013 14:43:32 GMT-0700 (PDT)
12832768,3405424,7195904,Tue May 14 2013 14:43:42 GMT-0700 (PDT)
12832768,3438088,7195904,Tue May 14 2013 14:43:52 GMT-0700 (PDT)
12832768,3470752,7195904,Tue May 14 2013 14:44:02 GMT-0700 (PDT)
12832768,3503480,7195904,Tue May 14 2013 14:44:12 GMT-0700 (PDT)
12832768,3540448,7195904,Tue May 14 2013 14:44:22 GMT-0700 (PDT)
12832768,3595784,7195904,Tue May 14 2013 14:44:32 GMT-0700 (PDT)
12832768,3628448,7195904,Tue May 14 2013 14:44:42 GMT-0700 (PDT)
12832768,3663136,7195904,Tue May 14 2013 14:44:52 GMT-0700 (PDT)
12832768,3695800,7195904,Tue May 14 2013 14:45:02 GMT-0700 (PDT)
12832768,3728592,8215808,Tue May 14 2013 14:45:12 GMT-0700 (PDT)
12832768,3761288,8215808,Tue May 14 2013 14:45:22 GMT-0700 (PDT)
12832768,3798072,8215808,Tue May 14 2013 14:45:32 GMT-0700 (PDT)
13103104,3845856,8215808,Tue May 14 2013 14:45:42 GMT-0700 (PDT)
13103104,3878552,8215808,Tue May 14 2013 14:45:52 GMT-0700 (PDT)
13103104,3911216,8215808,Tue May 14 2013 14:46:02 GMT-0700 (PDT)
13103104,3943944,8215808,Tue May 14 2013 14:46:12 GMT-0700 (PDT)
13103104,4004952,8215808,Tue May 14 2013 14:46:22 GMT-0700 (PDT)
13103104,4037616,8215808,Tue May 14 2013 14:46:32 GMT-0700 (PDT)
13103104,4070280,8215808,Tue May 14 2013 14:46:42 GMT-0700 (PDT)
13103104,4102944,8215808,Tue May 14 2013 14:46:52 GMT-0700 (PDT)
13103104,4135608,8215808,Tue May 14 2013 14:47:02 GMT-0700 (PDT)
13103104,4168336,8215808,Tue May 14 2013 14:47:12 GMT-0700 (PDT)
13103104,4201000,8215808,Tue May 14 2013 14:47:22 GMT-0700 (PDT)
13103104,4233664,8215808,Tue May 14 2013 14:47:32 GMT-0700 (PDT)
13103104,4266480,8215808,Tue May 14 2013 14:47:42 GMT-0700 (PDT)
13103104,4299144,8215808,Tue May 14 2013 14:47:52 GMT-0700 (PDT)
13103104,4331808,8215808,Tue May 14 2013 14:48:02 GMT-0700 (PDT)
13533184,3837648,10312960,Tue May 14 2013 14:48:12 GMT-0700 (PDT)
13533184,3870448,10312960,Tue May 14 2013 14:48:22 GMT-0700 (PDT)
13533184,3903152,10312960,Tue May 14 2013 14:48:32 GMT-0700 (PDT)
13533184,3935856,10312960,Tue May 14 2013 14:48:42 GMT-0700 (PDT)
13533184,3968560,10312960,Tue May 14 2013 14:48:52 GMT-0700 (PDT)
13533184,4001264,10312960,Tue May 14 2013 14:49:02 GMT-0700 (PDT)
13533184,4034032,10312960,Tue May 14 2013 14:49:12 GMT-0700 (PDT)
13533184,4066736,10312960,Tue May 14 2013 14:49:22 GMT-0700 (PDT)
13533184,4099440,10312960,Tue May 14 2013 14:49:32 GMT-0700 (PDT)
13533184,4132144,10312960,Tue May 14 2013 14:49:42 GMT-0700 (PDT)
13533184,4167144,10312960,Tue May 14 2013 14:49:52 GMT-0700 (PDT)
13533184,4255240,10312960,Tue May 14 2013 14:50:02 GMT-0700 (PDT)
13533184,4287800,10312960,Tue May 14 2013 14:50:12 GMT-0700 (PDT)
13533184,4320296,10312960,Tue May 14 2013 14:50:22 GMT-0700 (PDT)
